,Words,TaoTeChing_Counts
3258,there,0
3259,perceptive,0
3260,shewed,0
3261,experience,0
3262,dissolution,0
3263,end,10
3264,resolute,0
3265,purposiveness,0
3266,sustaining,0
3267,agree,3
3268,devise,0
3269,attitude,0
3270,similar,0
3271,selfindulgence,0
3272,twig,0
3273,ambassador,0
3274,losses,0
3275,curiosity,0
3276,ass,0
3277,imagining,0
3278,uncontaminated,0
3279,unregenerate,0
3280,jataveda,0
3281,rust,0
3282,rebuilt,0
3283,nervecentre,0
3284,questions,1
3285,traffic,0
3286,ditch,0
3287,dog,0
3288,wide,1
3289,greater,6
3290,murmuring,0
3291,promises,1
3292,called,13
3293,posterity,0
3294,faculty,0
3295,lesson,1
3296,shewn,0
3297,limbs,0
3298,fadeth,0
3299,invariable,1
3300,favourite,0
3301,listless,1
3302,unlike,0
3303,preservation,0
3304,clamorous,0
3305,pavement,0
3306,incorruption,0
3307,bible,0
3308,selfawakening,0
3309,fundamental,0
3310,akshara,0
3311,ordered,0
3312,present,2
3313,higher,0
3314,providence,0
3315,replenisheth,0
3316,disregarded,1
3317,enjoying,1
3318,disenchanted,0
3319,noe,0
3320,sport,0
3321,stumps,0
3322,assures,0
3323,saturated,0
3324,congregans,0
3325,setting,0
3326,kept,4
3327,reject,0
3328,mortals,0
3329,vows,0
3330,wear,1
3331,orphans,2
3332,cage,0
3333,astronomers,0
3334,monstrous,0
3335,nonperception,0
3336,space,4
3337,injures,2
3338,produce,1
3339,beneath,4
3340,hoping,0
3341,illustrations,0
3342,remained,0
3343,monsters,0
3344,flour,0
3345,emergence,0
3346,previously,0
3347,consideration,1
3348,lunar,0
3349,sexual,0
3350,dreamy,0
3351,south,0
3352,ease,2
3353,journey,1
3354,utter,0
3355,pursues,0
3356,frail,0
3357,rooteth,0
3358,mutation,0
3359,drieth,0
3360,contraries,1
3361,surpassed,0
3362,intemperate,0
3363,shooting,0
3364,reed,0
3365,humility,2
3366,gibe,0
3367,oblations,0
3368,enoch,0
3369,FALSE,1
3370,grand,2
3371,wit,0
3372,sequence,1
3373,dwellings,1
3374,quashed,0
3375,dead,0
3376,proverb,0
3377,undertaketh,0
3378,measured,0
3379,childhood,0
3380,cloth,1
3381,orchards,0
3382,exempt,2
3383,opportunity,0
3384,madest,0
3385,readiness,0
3386,disgusted,0
3387,outstretched,1
3388,finger,0
3389,buckler,0
3390,alluded,0
3391,description,1
3392,indignation,0
3393,thine,0
3394,confound,0
3395,unaccountable,0
3396,sticketh,0
3397,hewn,0
3398,gradually,2
3399,primarily,0
3400,presence,3
3401,wonderful,1
3402,knowledges,0
3403,facing,0
3404,dawns,0
3405,add,2
3406,baggage,1
3407,contradictions,0
3408,dominant,0
3409,contented,0
3410,versatile,0
3411,conclude,0
3412,salt,0
3413,wellbeing,0
3414,wounding,0
3415,winter,1
3416,happier,0
3417,spouse,0
3418,checked,0
3419,shame,1
3420,defiling,0
3421,greek,0
3422,power,3
3423,whereas,0
3424,steadily,0
3425,feareth,0
3426,fatigue,0
3427,whether,0
3428,serene,0
3429,bandaging,0
3430,regulating,1
3431,earthern,0
3432,whelps,0
3433,troublesome,0
3434,disk,0
3435,induction,0
3436,sows,0
3437,overthrew,0
3438,accomplish,3
3439,sorrow,1
3440,holdeth,0
3441,internally,0
3442,abundant,0
3443,getting,3
3444,heavenlike,1
3445,grievous,1
3446,reproduces,0
3447,pains,0
3448,detractor,0
3449,pursued,0
3450,attempts,0
3451,escaped,0
3452,derision,0
3453,fainthearted,0
3454,latent,0
3455,curses,0
3456,unfaithful,0
3457,genera,0
3458,committed,0
3459,godenlightened,0
3460,disappeared,0
3461,st,0
3462,stern,0
3463,tamable,0
3464,sending,0
3465,runs,0
3466,sumptuous,0
3467,mantram,0
3468,portals,2
3469,painting,0
3470,interpretation,0
3471,adulteress,0
3472,invincible,0
3473,son,2
3474,benevolent,2
3475,flourishing,0
3476,related,0
3477,maids,0
3478,overruling,0
3479,firmament,0
3480,unpleasant,0
3481,openeth,0
3482,soever,0
3483,bodyconsciousness,0
3484,resplendent,0
3485,kindness,1
3486,handling,0
3487,ideal,0
3488,object,2
3489,hatred,0
3490,defer,0
3491,deepest,1
3492,extricated,0
3493,feature,0
3494,sluggard,0
3495,oppressing,0
3496,canvas,0
3497,sour,0
3498,slaughter,2
3499,garments,0
3500,linger,0
3501,giant,0
3502,behind,4
3503,soul,0
3504,vaguely,0
3505,digged,0
3506,pearls,0
3507,rebuke,0
3508,vogue,1
3509,adam,0
3510,freezeth,0
3511,foul,0
3512,eschews,1
3513,ugliness,1
3514,addition,0
3515,overpowered,0
3516,breeds,0
3517,genus,0
3518,conveying,0
3519,ghost,0
3520,axioms,0
3521,transport,0
3522,uprightly,0
3523,mirror,0
3524,perturbation,0
3525,finds,7
3526,purely,0
3527,removed,0
3528,departed,1
3529,proprieties,1
3530,crow,0
3531,shafts,0
3532,point,5
3533,hollowness,1
3534,tower,2
3535,mens,1
3536,welcome,0
3537,lastly,0
3538,convey,0
3539,exterior,0
3540,hammer,0
3541,discerns,0
3542,esteeming,0
3543,buy,0
3544,petitioneth,0
3545,helpers,0
3546,pond,0
3547,identifies,0
3548,severe,0
3549,merchant,0
3550,upgoing,0
3551,moreover,0
3552,discussed,1
3553,tasted,0
3554,associated,0
3555,becometh,0
3556,distinguished,3
3557,vicious,0
3558,constantly,2
3559,old,9
3560,remembrance,0
3561,imitating,0
3562,selflove,0
3563,recollection,0
3564,months,0
3565,circumvented,0
3566,trifling,0
3567,purer,0
3568,visions,0
3569,sum,0
3570,domestic,0
3571,thistledown,0
3572,puffed,0
3573,aim,2
3574,deceiveth,0
3575,housetop,0
3576,apples,0
3577,submitteth,0
3578,counsel,0
3579,unanimously,0
3580,danger,3
3581,bondwoman,0
3582,downgoing,0
3583,subjection,0
3584,wording,0
3585,afterwards,0
3586,chips,0
3587,party,1
3588,prevented,0
3589,argumentativethought,0
3590,coalesce,0
3591,perfections,0
3592,shined,0
3593,siege,0
3594,lip,0
3595,royal,0
3596,changes,0
3597,analogous,0
3598,gnosis,0
3599,sown,0
3600,prisoner,0
3601,plane,0
3602,familiarity,0
3603,asuras,0
3604,fed,0
3605,serpent,0
3606,sake,1
3607,impulse,1
3608,indestructible,0
3609,consider,3
3610,euphrates,0
3611,searcher,0
3612,utmost,3
3613,purusha,0
3614,flagrantly,0
3615,foolish,0
3616,skull,0
3617,pole,0
3618,legislation,1
3619,lendest,0
3620,lattice,0
3621,sleeping,0
3622,loyal,1
3623,beaten,0
3624,fount,0
3625,convincest,0
3626,wives,0
3627,intreaty,0
3628,spare,1
3629,reply,1
3630,teachers,0
3631,sapling,0
3632,misbehave,0
3633,untimely,0
3634,operation,4
3635,invested,0
3636,hopes,0
3637,unprofitable,0
3638,in,0
3639,extravagance,1
3640,belong,1
3641,clue,1
3642,leaped,0
3643,theme,0
3644,alkaline,0
3645,performer,1
3646,practise,2
3647,dissipate,0
3648,visitation,0
3649,immortal,0
3650,communication,0
3651,turmoil,0
3652,blind,0
3653,dwelt,0
3654,repentance,0
3655,aware,0
3656,victuals,0
3657,granted,0
3658,hammers,0
3659,obtaining,1
3660,wither,0
3661,manages,1
3662,tempting,0
3663,seedpod,0
3664,personality,0
3665,crown,0
3666,niggard,0
3667,goldsmiths,0
3668,anywhere,0
3669,senseimpressions,0
3670,stellio,0
3671,consume,0
3672,awaken,0
3673,materialism,0
3674,ezechiel,0
3675,hearing,0
3676,preserveth,0
3677,selfless,0
3678,safe,1
3679,abide,0
3680,vahasrava,0
3681,trusted,0
3682,gravel,0
3683,sage,31
3684,projected,0
3685,elated,0
3686,nobler,0
3687,steals,0
3688,upanishad,0
3689,blame,1
3690,malicious,0
3691,hebrew,0
3692,intuitive,0
3693,stressfulsariputta,0
3694,lewd,0
3695,oppressions,0
3696,hindering,0
3697,bridge,0
3698,sung,0
3699,demand,0
3700,text,0
3701,removes,0
3702,soles,0
3703,rectangular,0
3704,thoughtlessly,1
3705,fruits,0
3706,semblances,1
3707,intellectcontact,0
3708,presseth,0
3709,freed,0
3710,books,0
3711,seeker,0
3712,suffered,0
3713,masses,0
3714,endless,1
3715,loaf,0
3716,purposed,0
3717,abandon,0
3718,dutiful,0
3719,small,15
3720,meaning,0
3721,decay,3
3722,axis,0
3723,law,6
3724,childish,0
3725,answer,1
3726,interruption,0
3727,all,0
3728,fourteen,0
3729,containeth,0
3730,kindle,0
3731,grasped,0
3732,bewailed,0
3733,piercing,0
3734,lit,0
3735,appears,5
3736,justifieth,0
3737,blatant,0
3738,map,0
3739,weigheth,0
3740,milk,0
3741,threefold,0
3742,struggles,0
3743,sayings,0
3744,ceasing,0
3745,ocean,0
3746,priests,0
3747,hut,0
3748,mastery,3
3749,nonalkaline,0
3750,ways,2
3751,inextricable,0
3752,beguile,0
3753,shortlived,0
3754,strays,0
3755,without,32
3756,sharp,6
3757,lefthand,1
3758,spectroscope,0
3759,member,1
3760,earthen,0
3761,charge,0
3762,weeping,0
3763,floweth,0
3764,store,1
3765,crimson,0
3766,guild,0
3767,advancement,0
3768,ordinarily,1
3769,passage,0
3770,apply,0
3771,allow,1
3772,middle,1
3773,shared,0
3774,frequently,0
3775,engaged,0
3776,wrongfully,0
3777,wilderness,0
3778,records,0
3779,peep,0
3780,whichever,0
3781,bjorklund,0
3782,befallen,0
3783,unworthy,0
3784,depths,0
3785,resteth,0
3786,commanding,1
3787,cavity,0
3788,proclaims,0
3789,victorious,1
3790,lowest,1
3791,religious,0
3792,josias,0
3793,enriched,0
3794,colony,0
3795,inquisition,0
3796,givest,0
3797,home,1
3798,foundation,1
3799,impart,0
3800,mad,1
3801,spotless,0
3802,divine,0
3803,whereof,0
3804,buyer,0
3805,remember,0
3806,exalt,2
3807,possibility,0
3808,vaunt,1
3809,nativity,0
3810,closeness,0
3811,consort,0
3812,transformation,1
3813,scattereth,0
3814,however,2
3815,retain,0
3816,succours,0
3817,escapes,0
3818,operative,0
3819,alike,1
3820,aqueduct,0
3821,argument,0
3822,pacify,0
3823,slept,0
3824,clothed,0
3825,immortals,0
3826,nurses,1
3827,trinity,0
3828,roads,0
3829,armies,1
3830,conqueror,0
3831,poets,0
3832,destroying,0
3833,stagger,0
3834,sentence,0
3835,successful,1
3836,selfconsciousness,0
3837,consist,0
3838,apertures,0
3839,inherent,0
3840,issues,2
3841,realizes,0
3842,art,3
3843,nation,0
3844,imagination,1
3845,overcoming,0
3846,blameless,0
3847,ephemeral,0
3848,absorption,0
3849,grapegatherers,0
3850,spring,3
3851,matter,1
3852,sublime,0
3853,regard,0
3854,palm,0
3855,may,23
3856,barrier,0
3857,converge,1
3858,dew,1
3859,messes,0
3860,meatsibid,0
3861,canst,0
3862,returneth,0
3863,record,1
3864,entereth,0
3865,turpentine,0
3866,fig,0
3867,allpower,0
3868,sow,0
3869,washeth,0
3870,supersedes,0
3871,window,1
3872,counted,0
3873,back,4
3874,deserved,0
3875,handful,0
3876,stumblingblock,0
3877,enough,3
3878,combative,0
3879,born,0
3880,swifter,0
3881,tedious,0
3882,conveyeth,0
3883,loses,3
3884,skill,9
3885,aruni,0
3886,nourished,1
3887,emotionalism,0
3888,certainly,0
3889,revolted,0
3890,wanes,0
3891,pupils,0
3892,die,2
3893,concepts,0
3894,obey,0
3895,packed,0
3896,consecration,0
3897,writes,0
3898,strident,0
3899,delighting,0
3900,presumption,0
3901,vast,0
3902,breathes,0
3903,designation,1
3904,dealings,0
3905,music,2
3906,sexually,0
3907,wast,0
3908,rebuketh,0
3909,bag,0
3910,determined,0
3911,gland,0
3912,grass,2
3913,grandchildren,0
3914,thanks,0
3915,name,19
3916,worshipped,0
3917,assimilating,0
3918,attract,0
3919,reverse,0
3920,task,0
3921,persuaded,0
3922,designs,0
3923,definition,0
3924,endowing,0
3925,deaf,1
3926,tumult,0
3927,thong,0
3928,crackling,0
3929,occupations,0
3930,formless,2
3931,counterparts,0
3932,many,4
3933,interchange,0
3934,grave,1
3935,forth,3
3936,heels,0
3937,sworn,0
3938,sufficiency,2
3939,coloured,0
3940,vestures,0
3941,five,3
3942,unbound,0
3943,merry,0
3944,coasts,0
3945,girdle,1
3946,lotuses,0
3947,steadying,0
3948,lodgeth,0
3949,devoured,0
3950,omniscience,0
3951,harmlessness,0
3952,background,0
3953,allowing,0
3954,winnow,0
3955,pensive,0
3956,nowadays,1
3957,eagles,0
3958,army,1
3959,silent,0
3960,sweeping,0
3961,illustrated,0
3962,shut,3
3963,distinguish,0
3964,calm,1
3965,safely,0
3966,undergoing,1
3967,revellings,0
3968,spoken,1
3969,infilling,0
3970,purifies,0
3971,jakeh,0
3972,limited,0
3973,medium,0
3974,worthiness,0
3975,neighbourhood,2
3976,thrive,1
3977,complications,2
3978,manycoloured,0
3979,surrounded,0
3980,tapestry,0
3981,remaineth,0
3982,cleareyed,0
3983,alternation,0
3984,straight,2
3985,subtleties,0
3986,prey,1
3987,boston,0
3988,lodging,0
3989,encourage,0
3990,spindle,0
3991,buildeth,0
3992,compulsion,1
3993,radiates,0
3994,needed,0
3995,threaten,0
3996,allay,0
3997,absence,0
3998,knower,0
3999,sources,1
4000,dangerous,0
4001,manifesting,0
4002,fullgrown,0
4003,ten,3
4004,mucus,0
4005,growth,3
4006,sprang,2
4007,headlong,0
4008,correct,2
4009,sweetness,0
4010,storerooms,0
4011,worships,0
4012,enjoyment,2
4013,yields,0
4014,forsook,0
4015,mildness,0
4016,distribution,0
4017,reproduction,0
4018,replied,0
4019,bindinglife,0
4020,observe,0
4021,impress,0
4022,preferreth,0
4023,unfathomable,1
4024,acts,3
4025,second,2
4026,happens,0
4027,anyone,0
4028,inspiring,0
4029,entail,0
4030,temptation,0
4031,harlot,0
4032,unchanging,11
4033,gathering,0
4034,precepts,0
4035,lo,0
4036,preventeth,0
4037,goads,0
4038,egoism,0
4039,contagion,0
4040,marked,0
4041,shamefacedness,0
4042,motionless,0
4043,drains,1
4044,unlock,0
4045,communion,0
4046,nearby,0
4047,fashioneth,0
4048,ever,2
4049,confusion,0
4050,arrogantly,1
4051,reeds,0
4052,morbid,0
4053,selfwill,0
4054,he,2
4055,flocks,0
4056,grow,1
4057,strengthening,0
4058,springing,0
4059,loathe,0
4060,substratum,0
4061,fornication,0
4062,student,0
4063,unseeing,0
4064,lealheartedness,1
4065,bellies,1
4066,lifes,0
4067,endlessly,0
4068,babbling,0
4069,atoms,0
4070,actual,1
4071,inserted,0
4072,unquietness,0
4073,shells,0
4074,established,0
4075,fruitful,0
4076,wisely,0
4077,awe,2
4078,rendered,1
4079,wise,1
4080,loyally,0
4081,special,0
4082,render,0
4083,penitent,0
4084,hell,0
4085,lasting,0
4086,blot,0
4087,abstaineth,0
4088,forthwith,0
4089,extolled,0
4090,previous,3
4091,light,6
4092,retire,1
4093,hands,3
4094,bindeth,0
4095,tendencies,0
4096,hallmark,0
4097,inebriateth,0
4098,raised,2
4099,sinning,0
4100,arrogant,1
4101,amalecites,0
4102,dark,1
4103,provides,0
4104,wanteth,0
4105,gehon,0
4106,guidance,1
4107,translate,0
4108,flingeth,0
4109,dissimulation,0
4110,step,1
4111,paraphernalia,0
4112,begins,0
4113,habitual,0
4114,forgiveness,0
4115,becomes,6
4116,doubted,0
4117,square,2
4118,director,0
4119,discipline,0
4120,praising,0
4121,aum,0
4122,withdrawing,0
4123,obstacle,1
4124,unreality,0
4125,demands,0
4126,amplification,0
4127,acting,2
4128,originated,1
4129,unspoken,0
4130,slayer,0
4131,spirits,2
4132,successors,0
4133,occurs,0
4134,manners,0
4135,affirming,0
4136,order,4
4137,chains,0
4138,list,0
4139,mothersound,0
4140,ornament,0
4141,actions,0
4142,fabricationverbal,0
4143,sensitive,0
4144,get,7
4145,penetration,1
4146,dainties,1
4147,others,11
4148,fiery,0
4149,imagine,0
4150,kingliness,1
4151,laughter,0
4152,twice,0
4153,lethargic,0
4154,fawn,0
4155,mounted,1
4156,withdrawn,0
4157,richer,1
4158,wilt,0
4159,cares,0
4160,transitory,0
4161,workers,0
4162,teacheth,0
4163,carefully,0
4164,disclosing,0
4165,triflers,0
4166,unselfish,0
4167,tidings,0
4168,wishing,2
4169,drunkard,0
4170,remains,1
4171,mourns,0
4172,stages,0
4173,disappear,1
4174,brazen,0
4175,cups,0
4176,circumstances,1
4177,angel,0
4178,isolated,0
4179,wages,0
4180,decisive,1
4181,appearance,2
4182,heaven,38
4183,magnify,0
4184,radiance,0
4185,binomial,0
4186,earth,16
4187,chiefest,0
4188,multitude,4
4189,cloisters,0
4190,parade,1
4191,camps,0
4192,deceits,0
4193,preach,0
4194,followed,0
4195,god,1
4196,besides,0
4197,freely,0
4198,evaluation,0
4199,devoid,0
4200,served,0
4201,fountains,0
4202,binding,0
4203,nature,5
4204,impurities,0
4205,clingings,0
4206,thronging,0
4207,display,5
4208,wind,1
4209,pitched,0
4210,thwarting,0
4211,fretteth,0
4212,calleth,0
4213,darkeneth,0
4214,pervade,0
4215,furthermore,0
4216,filled,1
4217,unrealities,0
4218,sustains,0
4219,apple,0
4220,endures,1
4221,service,1
4222,fourdimensional,0
4223,builds,0
4224,brain,0
4225,wrathful,0
4226,sinai,0
4227,inform,0
4228,jewel,0
4229,vacant,1
4230,envy,0
4231,thunderbolt,0
4232,boweth,0
4233,sankhya,0
4234,passeth,0
4235,declines,1
4236,stains,1
4237,able,11
4238,honesty,0
4239,wondering,0
4240,eleven,0
4241,waters,0
4242,loosed,0
4243,head,1
4244,faint,0
4245,grandsons,0
4246,vainly,1
4247,overhead,0
4248,sciniphs,0
4249,corpse,0
4250,belonged,0
4251,dawn,0
4252,morrow,0
4253,utility,0
4254,weep,1
4255,egypt,0
4256,tenth,0
4257,exertions,0
4258,least,1
4259,physical,1
4260,pelted,0
4261,trite,0
4262,rising,0
4263,autumns,0
4264,seed,0
4265,counsellors,0
4266,report,1
4267,dispositions,0
4268,bore,0
4269,nought,0
4270,courage,0
4271,stays,0
4272,invention,0
4273,zorobabel,0
4274,themes,0
4275,deficiencies,0
4276,emanated,0
4277,cause,1
4278,dishonest,0
4279,fulfillment,0
4280,noon,0
4281,ritual,0
4282,precedence,3
4283,excited,1
4284,raiment,0
4285,climbing,0
4286,rolled,0
4287,remove,1
4288,captain,0
4289,deeply,0
4290,regards,2
4291,virile,1
4292,assurance,0
4293,assented,0
4294,inconceivably,0
4295,sodom,0
4296,independent,0
4297,paint,0
4298,tediousness,0
4299,harmonised,1
4300,bubbleth,0
4301,nearest,0
4302,vein,0
4303,transgressed,0
4304,sensations,0
4305,illness,0
4306,hearken,0
4307,praying,0
4308,spheresthe,0
4309,bewilderment,0
4310,deceived,0
4311,crowning,0
4312,practicing,0
4313,distortion,1
4314,nourish,1
4315,also,10
4316,propriety,2
4317,unwary,0
4318,designate,0
4319,conclusion,0
4320,beginning,3
4321,prophecies,0
4322,joyless,0
4323,celebrated,0
4324,distrustful,0
4325,shameless,0
4326,cleaves,1
4327,obeying,1
4328,marshalling,1
4329,breed,1
4330,ultimately,0
4331,repeat,0
4332,abasement,2
4333,yea,2
4334,organ,0
4335,adhere,1
4336,extirpated,0
4337,moth,0
4338,dykes,0
4339,excess,0
4340,wellfixed,0
4341,mistaken,0
4342,preceding,0
4343,hiding,2
4344,sober,0
4345,decree,0
4346,symbolism,0
4347,promiseth,0
4348,smiling,0
4349,gardens,0
4350,took,0
4351,declaring,0
4352,judgest,0
4353,correspondence,0
4354,solid,2
4355,rend,1
4356,orders,0
4357,relishing,0
4358,fix,1
4359,chariots,1
4360,excitation,0
4361,progression,0
4362,drunkards,0
4363,honeycomb,0
4364,describes,0
4365,absolutely,0
4366,defiled,0
4367,industries,0
4368,supplanteth,0
4369,offerings,0
4370,panel,0
4371,bless,0
4372,sentencemakers,1
4373,priesthood,0
4374,feel,2
4375,bind,0
4376,harnessed,0
4377,cruel,0
4378,pass,1
4379,smell,0
4380,cows,0
4381,reporting,1
4382,sits,0
4383,endeavours,1
4384,poet,0
4385,pardoned,0
4386,male,2
4387,tossed,0
4388,humbleth,0
4389,gravitation,0
4390,passing,2
4391,fear,6
4392,compassing,0
4393,duality,0
4394,rebounding,0
4395,exceedingly,0
4396,themselvesibid,0
4397,starlike,0
4398,single,1
4399,selfabsorption,0
4400,strange,2
4401,perceiver,0
4402,grey,0
4403,ages,0
4404,ceaseth,0
4405,pressure,0
4406,li,1
4407,applying,0
4408,dreamworld,0
4409,despiseth,0
4410,say,4
4411,upbuilding,0
4412,worldmental,0
4413,abstinence,1
4414,unconditional,0
4415,model,3
4416,strength,6
4417,nerves,0
4418,defraudeth,0
4419,casteth,0
4420,suffused,0
4421,perjured,0
4422,lowly,0
4423,arise,4
4424,little,3
4425,commander,1
4426,place,21
4427,pardon,0
4428,low,6
4429,throughout,3
4430,parties,1
4431,wouldst,0
4432,idol,0
4433,calling,0
4434,den,0
4435,doubt,0
4436,remain,1
4437,blinding,0
4438,inclined,0
4439,lamuel,0
4440,natural,2
4441,drivingforce,0
4442,less,2
4443,returned,0
4444,spend,1
4445,plastic,0
4446,scorners,0
4447,grieved,0
4448,adversary,0
4449,thriving,1
4450,desirest,0
4451,process,0
4452,defrauded,0
4453,produces,5
4454,fearless,0
4455,crossroads,0
4456,snaffle,0
4457,controls,0
4458,bile,0
4459,medicine,0
4460,travail,0
4461,involved,0
4462,crushed,0
4463,healeth,0
4464,jos,0
4465,viewed,1
4466,obtain,1
4467,pursue,1
4468,plants,2
4469,secrets,0
4470,guests,0
4471,strain,0
4472,wasteth,0
4473,punishments,0
4474,chapte,0
4475,soaked,0
4476,summer,0
4477,compass,0
4478,bodycontact,0
4479,myth,0
4480,tranquillity,0
4481,patiently,0
4482,thinketh,0
4483,ointment,0
4484,number,0
4485,beneficial,1
4486,bringeth,0
4487,seers,0
4488,world,18
4489,emptied,1
4490,weigher,0
4491,another,5
4492,subdued,0
4493,virility,0
4494,wander,0
4495,association,0
4496,sounded,0
4497,usual,0
4498,carveth,0
4499,evolutionary,0
4500,governor,1
4501,exhausted,1
4502,praise,0
4503,weaker,0
4504,unborn,0
4505,systems,1
4506,races,0
4507,everpresent,0
4508,butter,0
4509,jordan,0
4510,philosophy,0
4511,welldoers,0
4512,opens,0
4513,altars,1
4514,smoketh,0
4515,didst,0
4516,inspiration,1
4517,protecteth,0
4518,repel,0
4519,organs,0
4520,calming,0
4521,satisfaction,0
4522,unreal,0
4523,equable,1
4524,providing,0
4525,deferring,0
4526,superior,3
4527,unreserved,0
4528,shadows,0
4529,finished,0
4530,samsaravriksha,0
4531,reproaching,0
4532,toward,0
4533,virtuous,1
4534,prized,3
4535,torch,0
4536,reflectionthe,0
4537,advice,0
4538,majesty,0
4539,consult,0
4540,interpreted,0
4541,blending,0
4542,recognizing,0
4543,rendering,1
4544,earliest,1
4545,liked,0
4546,comely,0
4547,tears,0
4548,olive,0
4549,parasites,0
4550,reduced,0
4551,rahula,0
4552,borrower,0
4553,fully,0
4554,companion,0
4555,noses,0
4556,butterfly,0
4557,storm,0
4558,boundaries,0
4559,factors,0
4560,awaked,0
4561,experiences,0
4562,transactions,0
4563,clothes,2
4564,concert,0
4565,suggested,0
4566,incarnating,0
4567,meadows,0
4568,upbraid,0
4569,focus,0
4570,vedanta,0
4571,endured,0
4572,welldoing,0
4573,ranks,2
4574,inland,0
4575,hid,0
4576,columba,0
4577,damage,0
4578,refute,0
4579,brass,0
4580,defender,0
4581,becomingbecoming,0
4582,condescending,1
4583,brachiis,0
4584,suitability,1
4585,occult,0
4586,dominions,0
4587,everywhere,2
4588,concord,0
4589,sacrificing,0
4590,peace,1
4591,firmest,1
4592,tasteth,0
4593,hail,1
4594,esteemeth,0
4595,humble,0
4596,quotes,0
4597,mourneth,0
4598,stillness,8
4599,tow,0
4600,hangs,0
4601,samuel,0
4602,bite,0
4603,lapses,0
4604,mound,0
4605,rendereth,0
4606,offered,0
4607,dare,5
4608,shrink,0
4609,forget,0
4610,bears,2
4611,enrich,0
4612,feedeth,0
4613,inherit,0
4614,must,3
4615,brute,0
4616,phinees,0
4617,yielded,0
4618,unchangeable,0
4619,went,0
4620,flown,0
4621,honour,6
4622,involution,0
4623,smells,0
4624,superposing,0
4625,asking,1
4626,sun,0
4627,involve,0
4628,noises,0
4629,obeyeth,0
4630,sobriety,0
4631,sorrows,0
4632,realization,0
4633,mystical,0
4634,purifications,0
4635,found,8
4636,owing,1
4637,aspired,0
4638,conversely,0
4639,calf,0
4640,reproaches,0
4641,devices,0
4642,despondency,0
4643,pulsating,0
4644,purify,0
4645,holiness,0
4646,halftruths,0
4647,wick,0
4648,chiefly,0
4649,atom,0
4650,lovers,0
4651,coveted,0
4652,glorified,0
4653,leaveth,0
4654,develop,0
4655,intuitions,0
4656,repairs,1
4657,universally,0
4658,development,2
4659,says,2
4660,generations,0
4661,strictly,1
4662,meet,2
4663,unmade,0
4664,anymore,0
4665,vanities,0
4666,recorded,0
4667,knees,1
4668,enquiring,0
4669,subtlety,0
4670,contactcontact,0
4671,hearest,0
4672,shelter,0
4673,lips,0
4674,num,0
4675,error,1
4676,understood,0
4677,governeth,0
4678,precipice,0
4679,conceited,1
4680,noblest,1
4681,striketh,0
4682,thirdly,0
4683,analyze,0
4684,canticles,0
4685,abiding,0
4686,belongs,1
4687,incredulous,0
4688,chrysalis,0
4689,oversees,0
4690,waggons,1
4691,remorse,0
4692,offender,0
4693,ending,0
4694,tactile,0
4695,breast,0
4696,residence,1
4697,entertains,0
4698,roof,0
4699,unfaith,0
4700,weather,0
4701,barriers,0
4702,barren,0
4703,brahmans,0
4704,teacher,0
4705,blotted,0
4706,byways,1
4707,secretly,0
4708,tooth,0
4709,cowardice,0
4710,propose,0
4711,enter,1
4712,engaging,1
4713,draw,1
4714,recognize,0
4715,raging,0
4716,abstaining,1
4717,unmoved,0
4718,glazing,0
4719,last,4
4720,bulls,0
4721,warded,0
4722,yearning,0
4723,winketh,0
4724,noise,0
4725,confined,0
4726,promotion,1
4727,cut,2
4728,efface,1
4729,mother,7
4730,beloved,0
4731,unexcelled,0
4732,reality,0
4733,dross,0
4734,tinged,0
4735,regulations,1
4736,injury,3
4737,nonarising,0
4738,spectacle,0
4739,woe,0
4740,doe,0
4741,streams,2
4742,giving,1
4743,workman,0
4744,wherefore,0
4745,venerable,0
4746,anything,4
4747,studying,0
4748,archer,0
4749,fill,4
4750,sageness,1
4751,exactness,0
4752,lungs,0
4753,prosperity,0
4754,shines,2
4755,fermentation,0
4756,banquet,1
4757,deficient,1
4758,weepeth,0
4759,quite,0
4760,agreeable,0
4761,trace,0
4762,alien,0
4763,fasten,0
4764,coveting,0
4765,perishable,0
4766,unlawful,0
4767,betimes,0
4768,jephone,0
4769,obscure,2
4770,elective,0
4771,sorrowsorrow,0
4772,inferior,2
4773,retains,1
4774,atman,0
4775,liberty,0
4776,apana,0
4777,watchful,0
4778,imaginary,0
4779,finally,0
4780,emerald,0
4781,height,1
4782,perturbed,0
4783,doubts,0
4784,constitutes,1
4785,crimes,0
4786,incandescent,0
4787,soundbrahman,0
4788,wheels,1
4789,relies,1
4790,openings,0
4791,shower,0
4792,dama,0
4793,habit,0
4794,merit,3
4795,dreaming,0
4796,greedy,0
4797,restrain,0
4798,monks,0
4799,willpower,0
4800,uphold,0
4801,buying,0
4802,revenues,0
4803,necessarily,0
4804,byeway,0
4805,ought,1
4806,faces,0
4807,borrowing,0
4808,rites,2
4809,provinces,0
4810,cravingcraving,0
4811,succour,0
4812,blown,0
4813,bearings,0
4814,tones,1
4815,wakes,0
4816,benign,0
4817,practices,0
4818,razor,0
4819,pleasantly,0
4820,pliancy,1
4821,cart,0
4822,sting,1
4823,analyses,0
4824,heaps,0
4825,defensive,1
4826,stilled,0
4827,garb,1
4828,inner,1
4829,meditate,0
4830,flux,0
4831,lifting,0
4832,learns,1
