,Words,YogaSutra_Counts
3259,perceptive,3
3260,shewed,0
3261,experience,9
3262,dissolution,0
3263,end,16
3264,resolute,1
3265,purposiveness,1
3266,sustaining,0
3267,agree,0
3268,devise,0
3269,attitude,0
3270,similar,0
3271,selfindulgence,7
3272,twig,1
3273,ambassador,1
3274,losses,1
3275,curiosity,1
3276,ass,0
3277,imagining,0
3278,uncontaminated,0
3279,unregenerate,1
3280,jataveda,0
3281,rust,2
3282,rebuilt,0
3283,nervecentre,1
3284,questions,1
3285,traffic,0
3286,ditch,0
3287,dog,0
3288,wide,4
3289,greater,3
3290,murmuring,0
3291,promises,0
3292,called,9
3293,posterity,0
3294,faculty,3
3295,lesson,3
3296,shewn,0
3297,limbs,0
3298,fadeth,0
3299,invariable,0
3300,favourite,0
3301,listless,0
3302,unlike,1
3303,preservation,2
3304,clamorous,0
3305,pavement,0
3306,incorruption,0
3307,bible,0
3308,selfawakening,0
3309,fundamental,4
3310,akshara,0
3311,ordered,1
3312,present,24
3313,higher,26
3314,providence,0
3315,replenisheth,0
3316,disregarded,0
3317,enjoying,0
3318,disenchanted,0
3319,noe,0
3320,sport,1
3321,stumps,1
3322,assures,0
3323,saturated,1
3324,congregans,0
3325,setting,5
3326,kept,1
3327,reject,0
3328,mortals,0
3329,vows,0
3330,wear,1
3331,orphans,0
3332,cage,0
3333,astronomers,1
3334,monstrous,0
3335,nonperception,0
3336,space,5
3337,injures,0
3338,produce,1
3339,beneath,0
3340,hoping,2
3341,illustrations,2
3342,remained,0
3343,monsters,0
3344,flour,0
3345,emergence,2
3346,previously,2
3347,consideration,5
3348,lunar,1
3349,sexual,0
3350,dreamy,1
3351,south,0
3352,ease,0
3353,journey,1
3354,utter,1
3355,pursues,0
3356,frail,0
3357,rooteth,0
3358,mutation,1
3359,drieth,0
3360,contraries,0
3361,surpassed,0
3362,intemperate,0
3363,shooting,0
3364,reed,1
3365,humility,4
3366,gibe,0
3367,oblations,0
3368,enoch,0
3369,FALSE,7
3370,grand,0
3371,wit,1
3372,sequence,0
3373,dwellings,0
3374,quashed,0
3375,dead,4
3376,proverb,2
3377,undertaketh,0
3378,measured,0
3379,childhood,1
3380,cloth,2
3381,orchards,0
3382,exempt,0
3383,opportunity,0
3384,madest,0
3385,readiness,0
3386,disgusted,0
3387,outstretched,0
3388,finger,1
3389,buckler,0
3390,alluded,1
3391,description,0
3392,indignation,0
3393,thine,0
3394,confound,0
3395,unaccountable,0
3396,sticketh,0
3397,hewn,0
3398,gradually,7
3399,primarily,4
3400,presence,5
3401,wonderful,2
3402,knowledges,0
3403,facing,1
3404,dawns,0
3405,add,1
3406,baggage,0
3407,contradictions,0
3408,dominant,4
3409,contented,0
3410,versatile,1
3411,conclude,0
3412,salt,0
3413,wellbeing,1
3414,wounding,1
3415,winter,0
3416,happier,0
3417,spouse,0
3418,checked,1
3419,shame,8
3420,defiling,0
3421,greek,1
3422,power,112
3423,whereas,1
3424,steadily,9
3425,feareth,0
3426,fatigue,0
3427,whether,18
3428,serene,2
3429,bandaging,1
3430,regulating,0
3431,earthern,0
3432,whelps,0
3433,troublesome,0
3434,disk,0
3435,induction,2
3436,sows,3
3437,overthrew,0
3438,accomplish,1
3439,sorrow,22
3440,holdeth,0
3441,internally,0
3442,abundant,0
3443,getting,0
3444,heavenlike,0
3445,grievous,0
3446,reproduces,1
3447,pains,2
3448,detractor,0
3449,pursued,1
3450,attempts,1
3451,escaped,3
3452,derision,0
3453,fainthearted,0
3454,latent,1
3455,curses,0
3456,unfaithful,0
3457,genera,1
3458,committed,1
3459,godenlightened,0
3460,disappeared,0
3461,st,2
3462,stern,1
3463,tamable,0
3464,sending,2
3465,runs,0
3466,sumptuous,0
3467,mantram,0
3468,portals,0
3469,painting,0
3470,interpretation,0
3471,adulteress,0
3472,invincible,2
3473,son,1
3474,benevolent,0
3475,flourishing,0
3476,related,4
3477,maids,0
3478,overruling,2
3479,firmament,0
3480,unpleasant,0
3481,openeth,0
3482,soever,2
3483,bodyconsciousness,0
3484,resplendent,0
3485,kindness,3
3486,handling,1
3487,ideal,1
3488,object,39
3489,hatred,1
3490,defer,0
3491,deepest,2
3492,extricated,2
3493,feature,0
3494,sluggard,0
3495,oppressing,0
3496,canvas,1
3497,sour,0
3498,slaughter,0
3499,garments,0
3500,linger,1
3501,giant,1
3502,behind,7
3503,soul,94
3504,vaguely,0
3505,digged,0
3506,pearls,1
3507,rebuke,0
3508,vogue,0
3509,adam,0
3510,freezeth,0
3511,foul,0
3512,eschews,0
3513,ugliness,0
3514,addition,1
3515,overpowered,0
3516,breeds,2
3517,genus,2
3518,conveying,0
3519,ghost,1
3520,axioms,0
3521,transport,0
3522,uprightly,0
3523,mirror,5
3524,perturbation,2
3525,finds,9
3526,purely,1
3527,removed,3
3528,departed,0
3529,proprieties,0
3530,crow,0
3531,shafts,0
3532,point,8
3533,hollowness,0
3534,tower,0
3535,mens,0
3536,welcome,0
3537,lastly,2
3538,convey,0
3539,exterior,3
3540,hammer,0
3541,discerns,1
3542,esteeming,0
3543,buy,1
3544,petitioneth,0
3545,helpers,0
3546,pond,0
3547,identifies,0
3548,severe,0
3549,merchant,0
3550,upgoing,0
3551,moreover,0
3552,discussed,0
3553,tasted,3
3554,associated,1
3555,becometh,0
3556,distinguished,1
3557,vicious,0
3558,constantly,2
3559,old,1
3560,remembrance,1
3561,imitating,0
3562,selflove,1
3563,recollection,2
3564,months,0
3565,circumvented,1
3566,trifling,1
3567,purer,2
3568,visions,1
3569,sum,1
3570,domestic,0
3571,thistledown,1
3572,puffed,0
3573,aim,2
3574,deceiveth,0
3575,housetop,0
3576,apples,1
3577,submitteth,0
3578,counsel,4
3579,unanimously,0
3580,danger,2
3581,bondwoman,0
3582,downgoing,0
3583,subjection,0
3584,wording,1
3585,afterwards,2
3586,chips,0
3587,party,0
3588,prevented,0
3589,argumentativethought,1
3590,coalesce,1
3591,perfections,0
3592,shined,0
3593,siege,0
3594,lip,0
3595,royal,0
3596,changes,0
3597,analogous,1
3598,gnosis,0
3599,sown,0
3600,prisoner,2
3601,plane,5
3602,familiarity,0
3603,asuras,0
3604,fed,0
3605,serpent,0
3606,sake,4
3607,impulse,2
3608,indestructible,0
3609,consider,2
3610,euphrates,0
3611,searcher,0
3612,utmost,2
3613,purusha,0
3614,flagrantly,1
3615,foolish,0
3616,skull,0
3617,pole,2
3618,legislation,0
3619,lendest,0
3620,lattice,0
3621,sleeping,0
3622,loyal,0
3623,beaten,0
3624,fount,0
3625,convincest,0
3626,wives,0
3627,intreaty,0
3628,spare,0
3629,reply,1
3630,teachers,2
3631,sapling,1
3632,misbehave,0
3633,untimely,0
3634,operation,0
3635,invested,0
3636,hopes,4
3637,unprofitable,0
3638,in,0
3639,extravagance,0
3640,belong,3
3641,clue,0
3642,leaped,0
3643,theme,0
3644,alkaline,0
3645,performer,0
3646,practise,0
3647,dissipate,1
3648,visitation,0
3649,immortal,16
3650,communication,0
3651,turmoil,1
3652,blind,2
3653,dwelt,1
3654,repentance,0
3655,aware,0
3656,victuals,0
3657,granted,1
3658,hammers,0
3659,obtaining,0
3660,wither,0
3661,manages,0
3662,tempting,0
3663,seedpod,1
3664,personality,16
3665,crown,6
3666,niggard,0
3667,goldsmiths,0
3668,anywhere,0
3669,senseimpressions,1
3670,stellio,0
3671,consume,0
3672,awaken,1
3673,materialism,1
3674,ezechiel,0
3675,hearing,7
3676,preserveth,0
3677,selfless,1
3678,safe,0
3679,abide,0
3680,vahasrava,0
3681,trusted,0
3682,gravel,0
3683,sage,3
3684,projected,2
3685,elated,0
3686,nobler,1
3687,steals,0
3688,upanishad,3
3689,blame,0
3690,malicious,0
3691,hebrew,0
3692,intuitive,1
3693,stressfulsariputta,0
3694,lewd,0
3695,oppressions,0
3696,hindering,1
3697,bridge,0
3698,sung,0
3699,demand,1
3700,text,6
3701,removes,1
3702,soles,0
3703,rectangular,0
3704,thoughtlessly,0
3705,fruits,1
3706,semblances,0
3707,intellectcontact,0
3708,presseth,0
3709,freed,2
3710,books,3
3711,seeker,0
3712,suffered,0
3713,masses,0
3714,endless,3
3715,loaf,0
3716,purposed,0
3717,abandon,0
3718,dutiful,0
3719,small,5
3720,meaning,24
3721,decay,0
3722,axis,1
3723,law,16
3724,childish,0
3725,answer,3
3726,interruption,0
3727,all,0
3728,fourteen,1
3729,containeth,0
3730,kindle,0
3731,grasped,0
3732,bewailed,0
3733,piercing,2
3734,lit,0
3735,appears,4
3736,justifieth,0
3737,blatant,0
3738,map,1
3739,weigheth,0
3740,milk,0
3741,threefold,5
3742,struggles,1
3743,sayings,0
3744,ceasing,4
3745,ocean,1
3746,priests,0
3747,hut,0
3748,mastery,12
3749,nonalkaline,0
3750,ways,3
3751,inextricable,1
3752,beguile,1
3753,shortlived,0
3754,strays,0
3755,without,24
3756,sharp,0
3757,lefthand,0
3758,spectroscope,1
3759,member,1
3760,earthen,0
3761,charge,0
3762,weeping,0
3763,floweth,0
3764,store,1
3765,crimson,1
3766,guild,0
3767,advancement,0
3768,ordinarily,0
3769,passage,2
3770,apply,2
3771,allow,0
3772,middle,0
3773,shared,2
3774,frequently,0
3775,engaged,0
3776,wrongfully,0
3777,wilderness,0
3778,records,1
3779,peep,0
3780,whichever,0
3781,bjorklund,1
3782,befallen,0
3783,unworthy,0
3784,depths,0
3785,resteth,0
3786,commanding,0
3787,cavity,2
3788,proclaims,0
3789,victorious,0
3790,lowest,0
3791,religious,1
3792,josias,0
3793,enriched,0
3794,colony,0
3795,inquisition,0
3796,givest,0
3797,home,5
3798,foundation,2
3799,impart,1
3800,mad,0
3801,spotless,0
3802,divine,53
3803,whereof,0
3804,buyer,0
3805,remember,1
3806,exalt,0
3807,possibility,1
3808,vaunt,0
3809,nativity,0
3810,closeness,1
3811,consort,0
3812,transformation,2
3813,scattereth,0
3814,however,3
3815,retain,1
3816,succours,0
3817,escapes,0
3818,operative,3
3819,alike,4
3820,aqueduct,0
3821,argument,1
3822,pacify,0
3823,slept,2
3824,clothed,1
3825,immortals,1
3826,nurses,0
3827,trinity,0
3828,roads,0
3829,armies,0
3830,conqueror,0
3831,poets,2
3832,destroying,0
3833,stagger,0
3834,sentence,4
3835,successful,0
3836,selfconsciousness,4
3837,consist,1
3838,apertures,0
3839,inherent,5
3840,issues,0
3841,realizes,0
3842,art,3
3843,nation,0
3844,imagination,1
3845,overcoming,2
3846,blameless,0
3847,ephemeral,0
3848,absorption,4
3849,grapegatherers,0
3850,spring,1
3851,matter,21
3852,sublime,0
3853,regard,0
3854,palm,0
3855,may,66
3856,barrier,5
3857,converge,0
3858,dew,0
3859,messes,0
3860,meatsibid,0
3861,canst,0
3862,returneth,0
3863,record,1
3864,entereth,0
3865,turpentine,0
3866,fig,0
3867,allpower,1
3868,sow,0
3869,washeth,0
3870,supersedes,2
3871,window,1
3872,counted,0
3873,back,10
3874,deserved,0
3875,handful,0
3876,stumblingblock,0
3877,enough,3
3878,combative,1
3879,born,9
3880,swifter,1
3881,tedious,0
3882,conveyeth,0
3883,loses,1
3884,skill,1
3885,aruni,0
3886,nourished,0
3887,emotionalism,1
3888,certainly,0
3889,revolted,0
3890,wanes,2
3891,pupils,0
3892,die,2
3893,concepts,2
3894,obey,3
3895,packed,1
3896,consecration,0
3897,writes,1
3898,strident,1
3899,delighting,0
3900,presumption,0
3901,vast,2
3902,breathes,0
3903,designation,0
3904,dealings,1
3905,music,2
3906,sexually,0
3907,wast,0
3908,rebuketh,0
3909,bag,0
3910,determined,1
3911,gland,1
3912,grass,0
3913,grandchildren,0
3914,thanks,0
3915,name,6
3916,worshipped,0
3917,assimilating,1
3918,attract,0
3919,reverse,1
3920,task,4
3921,persuaded,0
3922,designs,0
3923,definition,0
3924,endowing,1
3925,deaf,0
3926,tumult,0
3927,thong,0
3928,crackling,0
3929,occupations,1
3930,formless,0
3931,counterparts,1
3932,many,14
3933,interchange,1
3934,grave,0
3935,forth,21
3936,heels,1
3937,sworn,0
3938,sufficiency,0
3939,coloured,3
3940,vestures,2
3941,five,4
3942,unbound,0
3943,merry,0
3944,coasts,0
3945,girdle,0
3946,lotuses,0
3947,steadying,2
3948,lodgeth,0
3949,devoured,0
3950,omniscience,1
3951,harmlessness,0
3952,background,1
3953,allowing,1
3954,winnow,0
3955,pensive,0
3956,nowadays,0
3957,eagles,0
3958,army,0
3959,silent,2
3960,sweeping,1
3961,illustrated,1
3962,shut,0
3963,distinguish,2
3964,calm,0
3965,safely,1
3966,undergoing,0
3967,revellings,0
3968,spoken,3
3969,infilling,0
3970,purifies,1
3971,jakeh,0
3972,limited,2
3973,medium,3
3974,worthiness,0
3975,neighbourhood,1
3976,thrive,0
3977,complications,0
3978,manycoloured,1
3979,surrounded,0
3980,tapestry,0
3981,remaineth,0
3982,cleareyed,1
3983,alternation,1
3984,straight,0
3985,subtleties,1
3986,prey,0
3987,boston,1
3988,lodging,0
3989,encourage,0
3990,spindle,0
3991,buildeth,0
3992,compulsion,0
3993,radiates,1
3994,needed,2
3995,threaten,0
3996,allay,0
3997,absence,1
3998,knower,0
3999,sources,1
4000,dangerous,0
4001,manifesting,1
4002,fullgrown,1
4003,ten,1
4004,mucus,0
4005,growth,20
4006,sprang,0
4007,headlong,0
4008,correct,0
4009,sweetness,0
4010,storerooms,0
4011,worships,0
4012,enjoyment,1
4013,yields,3
4014,forsook,0
4015,mildness,0
4016,distribution,1
4017,reproduction,2
4018,replied,1
4019,bindinglife,1
4020,observe,2
4021,impress,1
4022,preferreth,0
4023,unfathomable,0
4024,acts,5
4025,second,18
4026,happens,1
4027,anyone,0
4028,inspiring,1
4029,entail,0
4030,temptation,0
4031,harlot,0
4032,unchanging,1
4033,gathering,0
4034,precepts,1
4035,lo,0
4036,preventeth,0
4037,goads,0
4038,egoism,0
4039,contagion,1
4040,marked,0
4041,shamefacedness,0
4042,motionless,0
4043,drains,0
4044,unlock,1
4045,communion,1
4046,nearby,1
4047,fashioneth,0
4048,ever,15
4049,confusion,2
4050,arrogantly,0
4051,reeds,0
4052,morbid,1
4053,selfwill,2
4054,he,0
4055,flocks,0
4056,grow,6
4057,strengthening,1
4058,springing,1
4059,loathe,0
4060,substratum,1
4061,fornication,0
4062,student,1
4063,unseeing,1
4064,lealheartedness,0
4065,bellies,0
4066,lifes,1
4067,endlessly,1
4068,babbling,0
4069,atoms,0
4070,actual,1
4071,inserted,0
4072,unquietness,0
4073,shells,0
4074,established,0
4075,fruitful,1
4076,wisely,0
4077,awe,0
4078,rendered,1
4079,wise,16
4080,loyally,2
4081,special,1
4082,render,1
4083,penitent,0
4084,hell,1
4085,lasting,1
4086,blot,0
4087,abstaineth,0
4088,forthwith,0
4089,extolled,0
4090,previous,3
4091,light,31
4092,retire,0
4093,hands,1
4094,bindeth,0
4095,tendencies,0
4096,hallmark,1
4097,inebriateth,0
4098,raised,4
4099,sinning,0
4100,arrogant,0
4101,amalecites,0
4102,dark,6
4103,provides,0
4104,wanteth,0
4105,gehon,0
4106,guidance,0
4107,translate,3
4108,flingeth,0
4109,dissimulation,0
4110,step,13
4111,paraphernalia,0
4112,begins,8
4113,habitual,1
4114,forgiveness,0
4115,becomes,10
4116,doubted,0
4117,square,0
4118,director,0
4119,discipline,3
4120,praising,0
4121,aum,0
4122,withdrawing,1
4123,obstacle,0
4124,unreality,0
4125,demands,2
4126,amplification,0
4127,acting,0
4128,originated,0
4129,unspoken,1
4130,slayer,0
4131,spirits,0
4132,successors,0
4133,occurs,1
4134,manners,0
4135,affirming,1
4136,order,11
4137,chains,0
4138,list,2
4139,mothersound,0
4140,ornament,0
4141,actions,0
4142,fabricationverbal,0
4143,sensitive,0
4144,get,5
4145,penetration,0
4146,dainties,0
4147,others,20
4148,fiery,2
4149,imagine,2
4150,kingliness,0
4151,laughter,1
4152,twice,0
4153,lethargic,0
4154,fawn,0
4155,mounted,0
4156,withdrawn,5
4157,richer,0
4158,wilt,0
4159,cares,2
4160,transitory,0
4161,workers,0
4162,teacheth,0
4163,carefully,1
4164,disclosing,0
4165,triflers,0
4166,unselfish,0
4167,tidings,0
4168,wishing,0
4169,drunkard,0
4170,remains,7
4171,mourns,0
4172,stages,7
4173,disappear,0
4174,brazen,0
4175,cups,0
4176,circumstances,5
4177,angel,3
4178,isolated,1
4179,wages,0
4180,decisive,0
4181,appearance,1
4182,heaven,8
4183,magnify,0
4184,radiance,5
4185,binomial,1
4186,earth,10
4187,chiefest,0
4188,multitude,2
4189,cloisters,1
4190,parade,0
4191,camps,0
4192,deceits,0
4193,preach,0
4194,followed,3
4195,god,28
4196,besides,2
4197,freely,0
4198,evaluation,0
4199,devoid,0
4200,served,0
4201,fountains,0
4202,binding,0
4203,nature,48
4204,impurities,2
4205,clingings,0
4206,thronging,1
4207,display,0
4208,wind,1
4209,pitched,0
4210,thwarting,1
4211,fretteth,0
4212,calleth,0
4213,darkeneth,0
4214,pervade,0
4215,furthermore,0
4216,filled,1
4217,unrealities,0
4218,sustains,0
4219,apple,1
4220,endures,0
4221,service,0
4222,fourdimensional,1
4223,builds,2
4224,brain,0
4225,wrathful,0
4226,sinai,0
4227,inform,0
4228,jewel,0
4229,vacant,0
4230,envy,0
4231,thunderbolt,0
4232,boweth,0
4233,sankhya,3
4234,passeth,0
4235,declines,0
4236,stains,1
4237,able,11
4238,honesty,2
4239,wondering,0
4240,eleven,0
4241,waters,4
4242,loosed,0
4243,head,5
4244,faint,1
4245,grandsons,0
4246,vainly,0
4247,overhead,0
4248,sciniphs,0
4249,corpse,0
4250,belonged,0
4251,dawn,2
4252,morrow,0
4253,utility,0
4254,weep,2
4255,egypt,0
4256,tenth,0
4257,exertions,0
4258,least,3
4259,physical,32
4260,pelted,0
4261,trite,1
4262,rising,3
4263,autumns,0
4264,seed,10
4265,counsellors,0
4266,report,1
4267,dispositions,0
4268,bore,0
4269,nought,1
4270,courage,2
4271,stays,0
4272,invention,0
4273,zorobabel,0
4274,themes,0
4275,deficiencies,1
4276,emanated,1
4277,cause,9
4278,dishonest,0
4279,fulfillment,0
4280,noon,0
4281,ritual,0
4282,precedence,0
4283,excited,1
4284,raiment,1
4285,climbing,0
4286,rolled,1
4287,remove,1
4288,captain,1
4289,deeply,0
4290,regards,0
4291,virile,0
4292,assurance,0
4293,assented,1
4294,inconceivably,0
4295,sodom,0
4296,independent,1
4297,paint,2
4298,tediousness,0
4299,harmonised,0
4300,bubbleth,0
4301,nearest,0
4302,vein,0
4303,transgressed,0
4304,sensations,4
4305,illness,0
4306,hearken,0
4307,praying,0
4308,spheresthe,0
4309,bewilderment,0
4310,deceived,0
4311,crowning,1
4312,practicing,0
4313,distortion,2
4314,nourish,0
4315,also,28
4316,propriety,0
4317,unwary,0
4318,designate,0
4319,conclusion,1
4320,beginning,8
4321,prophecies,0
4322,joyless,0
4323,celebrated,0
4324,distrustful,0
4325,shameless,0
4326,cleaves,1
4327,obeying,0
4328,marshalling,0
4329,breed,1
4330,ultimately,1
4331,repeat,0
4332,abasement,0
4333,yea,0
4334,organ,2
4335,adhere,0
4336,extirpated,0
4337,moth,2
4338,dykes,0
4339,excess,0
4340,wellfixed,0
4341,mistaken,1
4342,preceding,4
4343,hiding,0
4344,sober,0
4345,decree,0
4346,symbolism,1
4347,promiseth,0
4348,smiling,0
4349,gardens,0
4350,took,0
4351,declaring,0
4352,judgest,0
4353,correspondence,2
4354,solid,1
4355,rend,0
4356,orders,1
4357,relishing,0
4358,fix,4
4359,chariots,0
4360,excitation,3
4361,progression,1
4362,drunkards,1
4363,honeycomb,0
4364,describes,1
4365,absolutely,0
4366,defiled,0
4367,industries,0
4368,supplanteth,0
4369,offerings,0
4370,panel,0
4371,bless,0
4372,sentencemakers,0
4373,priesthood,0
4374,feel,5
4375,bind,2
4376,harnessed,0
4377,cruel,0
4378,pass,5
4379,smell,1
4380,cows,1
4381,reporting,0
4382,sits,0
4383,endeavours,0
4384,poet,4
4385,pardoned,0
4386,male,0
4387,tossed,0
4388,humbleth,0
4389,gravitation,5
4390,passing,4
4391,fear,14
4392,compassing,0
4393,duality,0
4394,rebounding,0
4395,exceedingly,0
4396,themselvesibid,0
4397,starlike,1
4398,single,6
4399,selfabsorption,5
4400,strange,2
4401,perceiver,2
4402,grey,0
4403,ages,8
4404,ceaseth,0
4405,pressure,4
4406,li,0
4407,applying,1
4408,dreamworld,1
4409,despiseth,0
4410,say,7
4411,upbuilding,3
4412,worldmental,0
4413,abstinence,0
4414,unconditional,1
4415,model,0
4416,strength,5
4417,nerves,0
4418,defraudeth,0
4419,casteth,0
4420,suffused,1
4421,perjured,0
4422,lowly,0
4423,arise,4
4424,little,4
4425,commander,0
4426,place,13
4427,pardon,0
4428,low,0
4429,throughout,3
4430,parties,0
4431,wouldst,0
4432,idol,0
4433,calling,0
4434,den,0
4435,doubt,2
4436,remain,7
4437,blinding,0
4438,inclined,1
4439,lamuel,0
4440,natural,22
4441,drivingforce,1
4442,less,4
4443,returned,0
4444,spend,0
4445,plastic,1
4446,scorners,0
4447,grieved,0
4448,adversary,1
4449,thriving,0
4450,desirest,0
4451,process,11
4452,defrauded,0
4453,produces,1
4454,fearless,1
4455,crossroads,0
4456,snaffle,0
4457,controls,2
4458,bile,0
4459,medicine,0
4460,travail,0
4461,involved,0
4462,crushed,0
4463,healeth,0
4464,jos,0
4465,viewed,3
4466,obtain,1
4467,pursue,0
4468,plants,5
4469,secrets,7
4470,guests,0
4471,strain,2
4472,wasteth,0
4473,punishments,0
4474,chapte,0
4475,soaked,1
4476,summer,0
4477,compass,3
4478,bodycontact,0
4479,myth,1
4480,tranquillity,0
4481,patiently,0
4482,thinketh,0
4483,ointment,0
4484,number,2
4485,beneficial,0
4486,bringeth,0
4487,seers,0
4488,world,42
4489,emptied,1
4490,weigher,0
4491,another,15
4492,subdued,0
4493,virility,1
4494,wander,0
4495,association,0
4496,sounded,0
4497,usual,0
4498,carveth,0
4499,evolutionary,1
4500,governor,0
4501,exhausted,1
4502,praise,0
4503,weaker,1
4504,unborn,0
4505,systems,0
4506,races,1
4507,everpresent,2
4508,butter,0
4509,jordan,0
4510,philosophy,2
4511,welldoers,0
4512,opens,1
4513,altars,0
4514,smoketh,0
4515,didst,0
4516,inspiration,1
4517,protecteth,0
4518,repel,0
4519,organs,0
4520,calming,0
4521,satisfaction,3
4522,unreal,1
4523,equable,1
4524,providing,0
4525,deferring,0
4526,superior,0
4527,unreserved,1
4528,shadows,2
4529,finished,0
4530,samsaravriksha,0
4531,reproaching,0
4532,toward,10
4533,virtuous,0
4534,prized,0
4535,torch,0
4536,reflectionthe,0
4537,advice,0
4538,majesty,0
4539,consult,0
4540,interpreted,0
4541,blending,1
4542,recognizing,1
4543,rendering,0
4544,earliest,1
4545,liked,0
4546,comely,0
4547,tears,1
4548,olive,0
4549,parasites,1
4550,reduced,0
4551,rahula,0
4552,borrower,0
4553,fully,4
4554,companion,1
4555,noses,0
4556,butterfly,3
4557,storm,2
4558,boundaries,2
4559,factors,0
4560,awaked,1
4561,experiences,3
4562,transactions,0
4563,clothes,0
4564,concert,0
4565,suggested,3
4566,incarnating,1
4567,meadows,0
4568,upbraid,0
4569,focus,2
4570,vedanta,2
4571,endured,0
4572,welldoing,1
4573,ranks,0
4574,inland,1
4575,hid,2
4576,columba,1
4577,damage,0
4578,refute,0
4579,brass,1
4580,defender,0
4581,becomingbecoming,0
4582,condescending,0
4583,brachiis,0
4584,suitability,0
4585,occult,1
4586,dominions,0
4587,everywhere,3
4588,concord,0
4589,sacrificing,0
4590,peace,8
4591,firmest,0
4592,tasteth,0
4593,hail,0
4594,esteemeth,0
4595,humble,0
4596,quotes,1
4597,mourneth,0
4598,stillness,3
4599,tow,0
4600,hangs,2
4601,samuel,0
4602,bite,0
4603,lapses,1
4604,mound,0
4605,rendereth,0
4606,offered,0
4607,dare,0
4608,shrink,0
4609,forget,0
4610,bears,1
4611,enrich,0
4612,feedeth,0
4613,inherit,0
4614,must,58
4615,brute,1
4616,phinees,0
4617,yielded,0
4618,unchangeable,0
4619,went,0
4620,flown,0
4621,honour,0
4622,involution,1
4623,smells,0
4624,superposing,1
4625,asking,0
4626,sun,6
4627,involve,1
4628,noises,0
4629,obeyeth,0
4630,sobriety,0
4631,sorrows,2
4632,realization,6
4633,mystical,1
4634,purifications,0
4635,found,2
4636,owing,0
4637,aspired,2
4638,conversely,1
4639,calf,0
4640,reproaches,0
4641,devices,0
4642,despondency,1
4643,pulsating,1
4644,purify,1
4645,holiness,2
4646,halftruths,1
4647,wick,0
4648,chiefly,0
4649,atom,2
4650,lovers,0
4651,coveted,1
4652,glorified,0
4653,leaveth,0
4654,develop,0
4655,intuitions,1
4656,repairs,0
4657,universally,2
4658,development,13
4659,says,12
4660,generations,0
4661,strictly,0
4662,meet,3
4663,unmade,0
4664,anymore,0
4665,vanities,1
4666,recorded,1
4667,knees,0
4668,enquiring,0
4669,subtlety,0
4670,contactcontact,0
4671,hearest,0
4672,shelter,0
4673,lips,0
4674,num,0
4675,error,1
4676,understood,11
4677,governeth,0
4678,precipice,1
4679,conceited,0
4680,noblest,0
4681,striketh,0
4682,thirdly,1
4683,analyze,0
4684,canticles,0
4685,abiding,0
4686,belongs,5
4687,incredulous,0
4688,chrysalis,3
4689,oversees,0
4690,waggons,0
4691,remorse,0
4692,offender,0
4693,ending,0
4694,tactile,0
4695,breast,2
4696,residence,0
4697,entertains,0
4698,roof,0
4699,unfaith,1
4700,weather,0
4701,barriers,5
4702,barren,0
4703,brahmans,0
4704,teacher,2
4705,blotted,0
4706,byways,0
4707,secretly,0
4708,tooth,0
4709,cowardice,1
4710,propose,0
4711,enter,9
4712,engaging,0
4713,draw,3
4714,recognize,2
4715,raging,0
4716,abstaining,0
4717,unmoved,0
4718,glazing,0
4719,last,6
4720,bulls,0
4721,warded,1
4722,yearning,0
4723,winketh,0
4724,noise,1
4725,confined,1
4726,promotion,0
4727,cut,1
4728,efface,0
4729,mother,0
4730,beloved,0
4731,unexcelled,0
4732,reality,7
4733,dross,0
4734,tinged,1
4735,regulations,0
4736,injury,2
4737,nonarising,0
4738,spectacle,1
4739,woe,0
4740,doe,0
4741,streams,0
4742,giving,4
4743,workman,0
4744,wherefore,0
4745,venerable,0
4746,anything,0
4747,studying,0
4748,archer,0
4749,fill,3
4750,sageness,0
4751,exactness,0
4752,lungs,2
4753,prosperity,0
4754,shines,1
4755,fermentation,0
4756,banquet,0
4757,deficient,0
4758,weepeth,0
4759,quite,5
4760,agreeable,0
4761,trace,0
4762,alien,0
4763,fasten,0
4764,coveting,0
4765,perishable,0
4766,unlawful,0
4767,betimes,0
4768,jephone,0
4769,obscure,3
4770,elective,1
4771,sorrowsorrow,0
4772,inferior,0
4773,retains,0
4774,atman,0
4775,liberty,0
4776,apana,0
4777,watchful,0
4778,imaginary,2
4779,finally,7
4780,emerald,0
4781,height,1
4782,perturbed,1
4783,doubts,0
4784,constitutes,0
4785,crimes,0
4786,incandescent,1
4787,soundbrahman,0
4788,wheels,0
4789,relies,0
4790,openings,0
4791,shower,0
4792,dama,0
4793,habit,1
4794,merit,0
4795,dreaming,0
4796,greedy,0
4797,restrain,0
4798,monks,0
4799,willpower,1
4800,uphold,0
4801,buying,0
4802,revenues,0
4803,necessarily,1
4804,byeway,0
4805,ought,0
4806,faces,0
4807,borrowing,0
4808,rites,0
4809,provinces,0
4810,cravingcraving,0
4811,succour,0
4812,blown,0
4813,bearings,1
4814,tones,1
4815,wakes,1
4816,benign,1
4817,practices,1
4818,razor,0
4819,pleasantly,0
4820,pliancy,0
4821,cart,0
4822,sting,0
4823,analyses,1
4824,heaps,0
4825,defensive,0
4826,stilled,5
4827,garb,0
4828,inner,18
4829,meditate,0
4830,flux,1
4831,lifting,1
4832,learns,3
4833,satisfied,1
